player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage
Andy Irving,Scotland,Left,13/05/2000,10,9,0.13,120,90,8,88,162,10,7,1,1,0,2,0.12,0,1,0,0,2,50,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Isak,Sweden,Right,21/09/1999,0,0,3.6,658,77,26,58,2769,94,12,3,2,0,1,20.42,211,27,6,38,16,19,89,47,27,23,3,20,8,3,34,3,3,0,0,0,0,0,0,0,4,4,0,0
Daniel Iversen,Denmark,Right,19/07/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iwobi,Nigeria,Right,03/05/1996,38,3,6.98,1376,80,106,54,2994,117,44,14,1,0,1,4.72,119,7,6,29,124,20,90,53,19,9,2,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kayden Jackson,England,Right,22/02/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Jackson,England,Right,03/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicolas Jackson,Senegal,Right,20/06/2001,30,2,1.92,390,77,9,67,2238,90,22,3,2,1,7,12.34,153,22,5,33,3,33,50,36,35,10,6,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Jackson,Scotland,n/a,18/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reece James,England,Right,08/12/1999,19,7,1.16,743,88,70,51,1064,51,10,13,6,0,1,0.44,7,24,1,2,18,6,13,54,8,1,1,0,3,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0
Vitaly Janelt,Germany,Left,10/05/1998,32,5,2.4,1015,84,109,44,2266,75,38,27,9,0,3,0.82,32,19,3,4,29,28,10,30,24,1,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Vítezslav Jaros,Czech Republic,Right,23/07/2001,1,1,0.0,6,67,6,67,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Daniel Jebbison,Canada,Right,13/08/2003,16,16,0.14,39,85,2,50,105,15,5,1,1,0,1,0.99,14,3,0,0,0,0,7,57,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mofe Jemide,England,n/a,08/11/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathias Jensen,Denmark,Right,01/01/1996,24,16,1.75,405,82,52,65,852,41,14,8,4,0,2,0.24,9,8,2,0,15,27,15,60,7,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaldeen Jimoh,England,Right,02/10/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raúl Jiménez,Mexico,Right,05/05/1991,38,8,2.08,615,73,35,60,2505,188,35,10,5,0,4,11.99,171,92,3,36,23,22,47,45,39,12,2,15,8,0,0,1,1,0,0,0,0,0,0,0,3,3,0,0
Nile John,England,Right,06/03/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Johnson,England,Right,24/01/2000,23,9,0.86,320,78,29,45,1348,71,38,13,5,1,3,1.06,12,19,2,2,22,9,22,36,27,1,1,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brennan Johnson,Wales,Right,23/05/2001,33,9,2.05,571,76,17,24,2179,91,39,4,3,0,5,10.4,135,7,3,20,53,11,41,46,27,11,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Johnstone,England,Right,25/03/1993,0,0,0.0,249,63,149,42,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17,0,23,2,0,0,0,0
Curtis Jones,England,Right,30/01/2001,33,14,1.58,1059,94,36,61,1710,90,39,7,9,1,1,4.34,64,14,3,17,8,13,20,60,18,3,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Pedro,Brazil,Right,26/09/2001,27,4,3.09,626,75,24,58,1953,132,16,9,0,1,4,8.9,133,42,6,18,21,24,76,38,26,10,1,2,6,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0
James Justin,England,Right,23/02/1998,36,2,0.83,1233,78,114,30,2920,180,58,46,17,0,6,1.5,38,69,2,12,56,20,22,41,29,2,1,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Zanka,Denmark,Right,23/04/1990,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filip Jørgensen,Denmark,Right,16/04/2002,0,0,0.0,170,82,40,25,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,9,1,20,1,0,0,0,0
Ismeal Kabia,Netherlands,Right,10/12/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issa Kaboré,Burkina Faso,Right,12/05/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maldini Kacurri,Albania,Right,04/10/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ferdi Kadioglu,Turkey,Right,07/10/1999,6,1,0.27,150,85,9,44,388,19,10,8,2,0,1,0.44,9,3,0,0,9,44,6,50,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasa Kalajdzic,Austria,Right,07/07/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daichi Kamada,Japan,Right,05/08/1996,34,19,1.59,718,82,44,57,1554,79,47,18,5,1,4,1.09,34,4,0,8,16,19,16,44,28,0,0,2,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boubacar Kamara,France,Right,23/11/1999,26,6,0.83,930,89,52,50,1725,115,50,19,7,0,2,0.82,13,21,0,3,0,0,18,50,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaydan Kamason,England,Right,08/12/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy Kambwala,France,Right,25/08/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamadou Kanté,France,Right,20/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loris Karius,Germany,Right,22/06/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jadel Katongo,England,Right,14/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thierry Katsukunya,Wales,Right,30/11/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leigh Kavanagh,Ireland,n/a,27/12/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joachim Kayi-Sanda,France,Right,29/11/2006,2,2,0.0,0,0,0,0,12,0,0,2,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
Michael Kayode,Italy,Right,10/07/2004,12,6,0.69,173,85,13,54,528,38,17,7,0,0,2,0.21,13,9,1,0,10,30,17,53,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Keane,England,Right,11/01/1993,14,3,0.04,372,84,74,59,1046,38,12,16,10,0,5,0.62,17,26,0,2,0,0,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caoimhín Kelleher,Ireland,Right,23/11/1998,0,0,0.0,333,72,125,26,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,4,27,1,0,0,1,100
Lloyd Kelly,England,Left,06/10/1998,10,6,0.11,165,81,20,20,301,18,5,1,4,0,2,0.41,4,7,1,0,0,0,3,67,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Kelly,Northern Ireland,n/a,02/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omari Kellyman,England,Left,15/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milos Kerkez,Hungary,Left,07/11/2003,0,0,2.58,1350,80,149,30,3342,152,52,45,11,0,4,0.59,71,28,5,6,132,27,39,56,30,2,1,3,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaine Kesler-Hayden,England,Right,23/10/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Keto-Diyawa,England,n/a,11/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abdukodir Khusanov,Uzbekistan,Right,29/02/2004,0,0,0.09,391,91,22,23,504,14,5,3,4,0,1,0.02,1,7,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
Gavin Kilkenny,Ireland,Right,01/02/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maximilian Kilman,England,Left,23/05/1997,0,0,1.22,1948,87,226,44,3349,181,39,38,40,0,5,1.65,32,113,1,7,0,0,18,89,23,0,0,2,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
Kim Ji-Soo,South Korea,Both,24/12/2004,3,3,0.0,28,89,6,67,28,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom King,Wales,Right,09/03/1995,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh King,England,Right,03/01/2007,8,7,0.67,62,85,0,0,126,14,7,1,0,0,0,0.32,12,1,0,0,2,50,8,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maeson King,England,Left,09/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max Kinsey,England,Right,02/02/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonín Kinsky,Czech Republic,Right,13/03/2003,0,0,0.0,179,73,71,37,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,1,24,0,0,0,0,0
Jakub Kiwior,Poland,Left,15/02/2000,17,7,0.31,729,92,42,55,1117,40,22,6,8,0,1,0.17,6,11,0,0,0,0,5,60,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Kluivert,Netherlands,Right,05/05/1999,34,5,3.73,680,81,38,61,2356,100,23,14,0,0,8,10.11,154,8,6,20,53,23,76,47,47,12,2,5,8,35,0,0,0,0,0,0,0,0,0,0,6,6,0,0
Ben Knight,England,Left,14/06/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Knight,England,Right,21/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Knightbridge,England,n/a,25/01/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gideon Kodua,England,n/a,02/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yunus Konak,Turkey,Right,10/01/2006,10,10,0.01,35,71,4,75,36,10,4,0,0,0,0,0.15,1,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ibrahima Konaté,France,Right,25/05/1999,31,1,0.93,1897,90,122,37,2565,137,40,17,15,0,5,1.77,23,75,2,7,0,0,5,60,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terence Kongolo,Netherlands,n/a,14/02/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezri Konsa,England,Right,23/10/1997,34,1,0.63,1633,93,72,46,2937,120,34,24,11,0,1,1.28,22,31,0,4,0,0,15,53,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sékou Koné,Mali,Right,03/02/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Koné-Doherty,Ireland,Right,30/06/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lize Kop,Netherlands,Right,17/03/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Koumas,Wales,Right,19/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheikhou Kouyaté,Senegal,n/a,21/12/1989,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateo Kovacic,Croatia,Right,06/05/1994,31,6,3.23,1878,93,79,54,2202,127,69,24,0,1,5,1.88,19,10,2,4,0,0,33,67,24,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kacper Kozlowski,Poland,Right,16/10/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caleb Kporha,England,Right,15/07/2006,2,2,0.02,4,75,0,0,11,2,2,0,0,0,0,0.0,0,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,Sweden,Right,02/08/1994,12,10,0.03,140,79,10,30,334,14,4,2,4,0,2,0.03,5,8,0,0,2,50,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Kristiansen,Denmark,Left,16/12/2002,30,1,1.73,1027,82,106,40,2489,135,87,42,15,0,1,0.13,17,23,1,0,68,32,17,47,19,0,0,3,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mohammed Kudus,Ghana,Left,02/08/2000,32,1,2.7,769,90,48,75,2601,205,38,4,1,1,2,6.9,141,11,3,31,81,26,190,48,39,5,6,18,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godwill Kukonki,England,Left,06/02/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Kulusevski,Sweden,Left,25/04/2000,32,5,3.93,789,81,26,54,2391,131,45,13,5,0,3,4.23,180,10,4,24,63,11,109,35,48,7,0,5,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garang Kuol,Australia,Right,15/09/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Kyerematen,England,Right,09/06/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maxence Lacroix,France,Right,06/04/2000,0,0,1.05,1468,82,238,45,3118,155,68,54,22,0,5,3.46,46,61,1,7,7,29,12,67,34,1,1,1,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
Freddie Ladapo,England,Right,01/02/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Laing,England,n/a,12/04/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lallana,England,Both,10/05/1988,14,9,0.49,255,85,8,38,356,23,8,5,1,0,4,0.17,7,2,2,0,4,75,10,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey,Ghana,Right,30/09/2000,15,5,0.79,324,87,25,28,860,38,17,7,7,0,0,0.39,12,1,2,0,27,22,28,36,15,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Lankshear,England,Right,20/04/2005,3,3,0.0,1,0,0,0,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Larios,Spain,Left,12/01/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaal Lascelles,England,Right,11/11/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roméo Lavia,Belgium,Right,06/01/2004,16,5,0.36,422,92,14,71,801,51,22,16,0,0,4,0.26,1,12,1,0,0,0,16,63,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico Lawrence,England,Right,22/11/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zan-Luk Leban,Slovenia,Right,15/12/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Royal,Brazil,Right,14/01/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mario Lemina,Gabon,Right,01/09/1993,17,2,1.15,589,81,72,53,1363,94,51,27,7,0,4,1.4,19,25,3,3,10,50,14,71,17,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noha Lemina,Gabon,Right,17/06/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clément Lenglet,France,Left,17/06/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernd Leno,Germany,Right,04/03/1992,0,0,0.0,1236,80,411,41,0,0,0,0,0,0,5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,54,5,110,4,0,0,1,25
Marc Leonard,Scotland,Right,19/12/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson Lerma,Colombia,Right,25/10/1994,33,7,1.74,1055,78,142,38,2276,122,35,42,18,0,9,1.09,29,45,1,10,12,42,11,64,35,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Lewis,Northern Ireland,Left,25/01/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rico Lewis,England,Right,21/11/2004,28,7,1.02,1204,91,42,50,1891,79,30,13,7,1,3,1.38,49,6,2,0,0,0,20,45,12,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keane Lewis-Potter,England,Right,22/02/2001,38,2,4.93,1048,81,142,46,3101,148,49,21,10,0,7,3.06,77,27,3,8,76,33,91,45,18,1,1,4,10,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Myles Lewis-Skelly,England,Left,26/09/2006,23,8,0.48,667,94,15,47,1370,92,22,7,1,2,3,0.16,18,11,0,0,10,40,21,57,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor Lindelöf,Sweden,Right,17/07/1994,16,10,0.1,380,94,19,63,697,25,7,8,4,0,1,0.0,4,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesper Lindstrøm,Denmark,Right,29/02/2000,25,10,1.95,348,79,22,45,1240,69,45,12,3,0,2,2.12,44,6,1,6,38,24,39,21,15,0,0,1,12,25,0,6,6,0,0,0,0,0,0,0,0,0,0,0
Luis Guilherme,Brazil,Left,09/02/2006,12,11,0.14,58,93,2,50,139,14,1,3,0,0,0,0.42,5,2,0,2,6,33,11,64,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateusz Lis,Poland,Right,27/02/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tino Livramento,England,Right,12/11/2002,37,5,2.68,1353,87,61,39,2842,141,54,23,11,0,1,0.33,45,27,1,3,52,21,48,52,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giovani Lo Celso,Argentina,Left,09/04/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
João Palhinha,Portugal,Right,09/07/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Neto,Portugal,Left,09/03/2000,35,11,4.77,731,89,37,62,2268,101,23,9,2,0,8,3.5,127,12,6,25,108,31,80,43,21,4,1,3,14,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Lonergan,England,Left,19/10/1983,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Longstaff,England,Right,30/10/1997,25,17,0.23,343,86,15,73,786,42,27,7,5,0,2,0.6,23,9,0,4,0,0,6,33,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Lowe,Jamaica,Right,21/07/1994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romelu Lukaku,Belgium,Left,13/05/1993,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sasa Lukic,Serbia,Right,13/08/1996,30,2,1.42,1195,90,59,71,2355,121,68,28,7,0,12,1.16,23,19,2,3,18,39,13,62,66,0,0,0,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Lumley,England,Right,15/02/1995,0,0,0.0,136,68,58,31,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,13,0,0,0,0,0
Massimo Luongo,Australia,Right,25/09/1992,11,9,0.02,64,78,6,17,197,13,9,2,2,0,0,0.0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
